ticket_id,customer_id,category,priority,created_date,resolved_date,resolution_time_hours,satisfaction_score,status,ticket_month
TKT_009667,CUST_04229,Technical,Medium,2023-05-18,2023-05-18,22.0,4.0,Resolved,2023-05
TKT_009668,CUST_06223,Feature Request,Medium,2022-04-02,2022-04-03,43.0,3.0,Resolved,2022-04
TKT_009669,CUST_09465,Billing,Low,2022-07-20,2022-07-21,38.0,3.0,Resolved,2022-07
TKT_009670,CUST_03423,Feature Request,High,2022-03-01,2022-03-01,13.0,4.0,Resolved,2022-03
TKT_009671,CUST_08863,Account,Medium,2022-04-24,2022-04-25,31.0,4.0,Resolved,2022-04
TKT_009672,CUST_04934,Account,Medium,2022-10-23,,,,Open,2022-10
TKT_009673,CUST_09861,Billing,Medium,2023-08-29,2023-08-30,34.0,3.0,Resolved,2023-08
TKT_009674,CUST_02145,Technical,Critical,2022-03-15,2022-03-15,10.0,4.0,Resolved,2022-03
TKT_009675,CUST_08483,Feature Request,Low,2024-04-18,2024-04-20,65.0,3.0,Resolved,2024-04
TKT_009676,CUST_08814,Feature Request,High,2022-01-08,2022-01-08,7.0,4.0,Resolved,2022-01
TKT_009677,CUST_06794,Billing,Low,2024-05-08,2024-05-10,66.0,2.0,Resolved,2024-05
TKT_009678,CUST_07684,Feature Request,Medium,2022-12-18,2022-12-18,17.0,4.0,Resolved,2022-12
TKT_009679,CUST_07679,Technical,Medium,2022-07-10,2022-07-10,8.0,4.0,Resolved,2022-07
TKT_009680,CUST_06390,Technical,High,2022-02-12,2022-02-12,7.0,5.0,Resolved,2022-02
TKT_009681,CUST_07791,Bug Report,High,2022-01-08,2022-01-08,15.0,4.0,Resolved,2022-01
TKT_009682,CUST_00155,Technical,Medium,2023-01-28,2023-01-29,37.0,3.0,Resolved,2023-01
TKT_009683,CUST_03236,Technical,Low,2023-03-14,,,,Open,2023-03
TKT_009684,CUST_06640,Technical,Medium,2023-09-19,2023-09-19,17.0,5.0,Resolved,2023-09
TKT_009685,CUST_09646,Technical,Medium,2022-05-23,2022-05-23,13.0,4.0,Resolved,2022-05
TKT_009686,CUST_03217,Billing,Medium,2022-11-24,2022-11-25,26.0,4.0,Resolved,2022-11
TKT_009687,CUST_00959,Account,Low,2023-11-11,2023-11-12,29.0,4.0,Resolved,2023-11
TKT_009688,CUST_08993,Billing,Medium,2023-08-05,2023-08-05,18.0,3.0,Resolved,2023-08
TKT_009689,CUST_00351,Billing,Low,2023-08-13,2023-08-15,65.0,2.0,Resolved,2023-08
TKT_009690,CUST_06636,Billing,Medium,2023-03-11,2023-03-12,37.0,3.0,Resolved,2023-03
TKT_009691,CUST_00700,Billing,Medium,2022-07-10,2022-07-11,26.0,4.0,Resolved,2022-07
TKT_009692,CUST_00445,Feature Request,Low,2023-07-29,2023-07-31,50.0,4.0,Resolved,2023-07
TKT_009693,CUST_07782,Billing,Medium,2022-05-24,2022-05-24,19.0,4.0,Resolved,2022-05
TKT_009694,CUST_06058,Feature Request,Medium,2023-07-26,2023-07-26,18.0,4.0,Resolved,2023-07
TKT_009695,CUST_07257,Billing,Critical,2022-01-16,2022-01-16,3.0,4.0,Resolved,2022-01
TKT_009696,CUST_02296,Feature Request,High,2022-10-11,2022-10-11,17.0,3.0,Resolved,2022-10
TKT_009697,CUST_00490,Billing,Low,2022-12-09,2022-12-10,47.0,3.0,Resolved,2022-12
TKT_009698,CUST_07150,Technical,High,2024-01-31,2024-01-31,5.0,5.0,Resolved,2024-01
TKT_009699,CUST_01570,Billing,High,2023-04-21,2023-04-21,22.0,3.0,Resolved,2023-04
TKT_009700,CUST_05431,Technical,High,2023-01-18,2023-01-18,4.0,5.0,Resolved,2023-01
TKT_009701,CUST_03497,Billing,Medium,2023-06-13,2023-06-15,48.0,3.0,Resolved,2023-06
TKT_009702,CUST_02667,Account,Low,2023-09-06,2023-09-07,46.0,4.0,Resolved,2023-09
TKT_009703,CUST_00696,Billing,Medium,2022-08-01,2022-08-01,19.0,4.0,Resolved,2022-08
TKT_009704,CUST_03116,Technical,Low,2024-03-07,2024-03-08,47.0,3.0,Resolved,2024-03
TKT_009705,CUST_00900,Feature Request,Medium,2023-01-21,2023-01-22,29.0,4.0,Resolved,2023-01
TKT_009706,CUST_06368,Billing,High,2022-07-15,2022-07-15,11.0,4.0,Resolved,2022-07
TKT_009707,CUST_00054,Billing,Medium,2023-09-17,2023-09-18,37.0,3.0,Resolved,2023-09
TKT_009708,CUST_07671,Technical,Medium,2024-04-12,2024-04-13,37.0,3.0,Resolved,2024-04
TKT_009709,CUST_03619,Billing,Low,2022-07-21,2022-07-23,63.0,2.0,Resolved,2022-07
TKT_009710,CUST_05139,Billing,Medium,2022-06-25,2022-06-26,36.0,3.0,Resolved,2022-06
TKT_009711,CUST_03206,Technical,High,2023-03-02,2023-03-02,9.0,4.0,Resolved,2023-03
TKT_009712,CUST_02240,Billing,Critical,2022-10-01,2022-10-01,1.0,4.0,Resolved,2022-10
TKT_009713,CUST_04915,Technical,Medium,2022-10-18,2022-10-19,37.0,4.0,Resolved,2022-10
TKT_009714,CUST_04408,Billing,Low,2023-11-11,2023-11-12,39.0,4.0,Resolved,2023-11
TKT_009715,CUST_03999,Account,High,2023-07-05,2023-07-05,8.0,5.0,Resolved,2023-07
TKT_009716,CUST_00771,Technical,High,2022-09-10,2022-09-10,17.0,3.0,Resolved,2022-09
TKT_009717,CUST_03775,Account,Medium,2023-04-13,2023-04-14,36.0,3.0,Resolved,2023-04
TKT_009718,CUST_05980,Technical,Medium,2023-12-28,2023-12-29,42.0,4.0,Resolved,2023-12
TKT_009719,CUST_00775,Feature Request,Medium,2022-12-15,2022-12-16,31.0,4.0,Resolved,2022-12
TKT_009720,CUST_05884,Feature Request,Low,2024-04-01,2024-04-03,56.0,3.0,Resolved,2024-04
TKT_009721,CUST_07447,Account,Medium,2022-10-30,2022-10-31,41.0,4.0,Resolved,2022-10
TKT_009722,CUST_06707,Feature Request,Low,2024-01-20,2024-01-21,25.0,5.0,Resolved,2024-01
TKT_009723,CUST_08354,Billing,High,2024-05-20,2024-05-20,7.0,4.0,Resolved,2024-05
TKT_009724,CUST_01864,Technical,Low,2024-04-27,2024-04-28,27.0,5.0,Resolved,2024-04
TKT_009725,CUST_08211,Technical,Medium,2022-11-18,2022-11-19,31.0,3.0,Resolved,2022-11
TKT_009726,CUST_03724,Technical,Medium,2022-01-18,2022-01-18,19.0,4.0,Resolved,2022-01
TKT_009727,CUST_06904,Account,Medium,2023-10-18,2023-10-20,48.0,3.0,Resolved,2023-10
TKT_009728,CUST_00348,Technical,Medium,2024-02-17,,,,Open,2024-02
TKT_009729,CUST_09083,Technical,Medium,2023-10-12,2023-10-13,24.0,4.0,Resolved,2023-10
TKT_009730,CUST_02083,Bug Report,Medium,2022-12-30,2022-12-30,17.0,4.0,Resolved,2022-12
TKT_009731,CUST_00094,Feature Request,Medium,2022-06-01,2022-06-02,34.0,4.0,Resolved,2022-06
TKT_009732,CUST_04204,Billing,High,2023-12-12,,,,Open,2023-12
TKT_009733,CUST_06407,Billing,Medium,2023-10-01,,,,Open,2023-10
TKT_009734,CUST_01880,Technical,Low,2022-04-28,2022-04-29,45.0,4.0,Resolved,2022-04
TKT_009735,CUST_07370,Account,Low,2023-11-11,2023-11-13,55.0,3.0,Resolved,2023-11
TKT_009736,CUST_06656,Feature Request,Medium,2023-06-09,2023-06-10,35.0,3.0,Resolved,2023-06
TKT_009737,CUST_04180,Billing,Medium,2024-04-27,2024-04-28,34.0,3.0,Resolved,2024-04
TKT_009738,CUST_04541,Billing,High,2022-04-20,2022-04-20,2.0,5.0,Resolved,2022-04
TKT_009739,CUST_06489,Account,Low,2024-04-23,2024-04-25,49.0,4.0,Resolved,2024-04
TKT_009740,CUST_00974,Account,Medium,2023-08-05,2023-08-06,35.0,4.0,Resolved,2023-08
TKT_009741,CUST_03204,Feature Request,High,2024-02-04,2024-02-04,6.0,5.0,Resolved,2024-02
TKT_009742,CUST_04547,Technical,Medium,2023-05-26,,,,Open,2023-05
TKT_009743,CUST_09899,Technical,Low,2023-06-01,2023-06-02,37.0,4.0,Resolved,2023-06
TKT_009744,CUST_01655,Technical,High,2023-11-13,2023-11-13,17.0,4.0,Resolved,2023-11
TKT_009745,CUST_06894,Technical,Medium,2023-06-26,2023-06-26,11.0,5.0,Resolved,2023-06
TKT_009746,CUST_00761,Billing,High,2022-12-09,2022-12-09,15.0,4.0,Resolved,2022-12
TKT_009747,CUST_00208,Feature Request,Low,2023-09-02,2023-09-04,61.0,3.0,Resolved,2023-09
TKT_009748,CUST_05702,Billing,Low,2022-09-18,2022-09-19,47.0,3.0,Resolved,2022-09
TKT_009749,CUST_01572,Bug Report,Low,2023-12-30,2023-12-31,33.0,4.0,Resolved,2023-12
TKT_009750,CUST_04906,Feature Request,Medium,2022-10-02,2022-10-03,37.0,3.0,Resolved,2022-10
TKT_009751,CUST_07520,Billing,Medium,2023-06-13,2023-06-14,34.0,3.0,Resolved,2023-06
TKT_009752,CUST_09983,Account,Low,2022-09-02,2022-09-04,62.0,3.0,Resolved,2022-09
TKT_009753,CUST_01298,Account,High,2022-05-07,2022-05-07,4.0,5.0,Resolved,2022-05
TKT_009754,CUST_07226,Feature Request,Critical,2023-01-31,2023-01-31,10.0,3.0,Resolved,2023-01
TKT_009755,CUST_02897,Feature Request,Medium,2022-04-28,2022-04-28,14.0,5.0,Resolved,2022-04
TKT_009756,CUST_02968,Technical,Critical,2022-10-03,2022-10-03,4.0,5.0,Resolved,2022-10
TKT_009757,CUST_03565,Billing,Medium,2022-02-23,2022-02-23,8.0,5.0,Resolved,2022-02
TKT_009758,CUST_00620,Technical,Critical,2023-08-09,2023-08-09,11.0,3.0,Resolved,2023-08
TKT_009759,CUST_07783,Billing,Low,2024-01-26,2024-01-27,46.0,3.0,Resolved,2024-01
TKT_009760,CUST_05096,Feature Request,High,2022-07-22,2022-07-22,23.0,3.0,Resolved,2022-07
TKT_009761,CUST_06962,Billing,Medium,2023-10-07,2023-10-07,11.0,4.0,Resolved,2023-10
TKT_009762,CUST_04736,Account,Medium,2023-04-04,2023-04-05,35.0,4.0,Resolved,2023-04
TKT_009763,CUST_05654,Account,Low,2022-05-27,2022-05-29,60.0,3.0,Resolved,2022-05
TKT_009764,CUST_00194,Technical,Medium,2023-03-18,2023-03-19,47.0,3.0,Resolved,2023-03
TKT_009765,CUST_09781,Feature Request,Critical,2022-06-14,2022-06-14,6.0,4.0,Resolved,2022-06
TKT_009766,CUST_06201,Technical,Medium,2023-10-15,2023-10-16,38.0,3.0,Resolved,2023-10
TKT_009767,CUST_05189,Billing,High,2024-04-14,,,,Open,2024-04
TKT_009768,CUST_08838,Bug Report,High,2023-04-17,2023-04-17,18.0,3.0,Resolved,2023-04
TKT_009769,CUST_04714,Billing,Low,2022-10-14,2022-10-15,38.0,4.0,Resolved,2022-10
TKT_009770,CUST_03950,Technical,Low,2023-06-13,2023-06-15,54.0,4.0,Resolved,2023-06
TKT_009771,CUST_05332,Billing,Medium,2022-12-20,2022-12-21,35.0,3.0,Resolved,2022-12
TKT_009772,CUST_02447,Account,High,2023-02-20,2023-02-20,9.0,4.0,Resolved,2023-02
TKT_009773,CUST_08039,Billing,High,2022-12-19,2022-12-19,13.0,4.0,Resolved,2022-12
TKT_009774,CUST_06307,Feature Request,Low,2022-12-27,2022-12-28,28.0,4.0,Resolved,2022-12
TKT_009775,CUST_05274,Feature Request,Medium,2023-06-30,2023-07-01,40.0,3.0,Resolved,2023-06
TKT_009776,CUST_03198,Technical,High,2023-05-24,2023-05-24,16.0,4.0,Resolved,2023-05
TKT_009777,CUST_05583,Billing,Medium,2024-03-07,2024-03-08,35.0,3.0,Resolved,2024-03
TKT_009778,CUST_01585,Billing,Medium,2022-07-15,2022-07-16,38.0,3.0,Resolved,2022-07
TKT_009779,CUST_09854,Feature Request,Medium,2023-12-04,2023-12-05,28.0,4.0,Resolved,2023-12
TKT_009780,CUST_00199,Billing,Medium,2023-05-06,2023-05-06,22.0,3.0,Resolved,2023-05
TKT_009781,CUST_00022,Technical,High,2023-08-01,2023-08-01,17.0,4.0,Resolved,2023-08
TKT_009782,CUST_07297,Account,Low,2022-10-22,2022-10-24,51.0,3.0,Resolved,2022-10
TKT_009783,CUST_09066,Technical,Medium,2022-05-10,2022-05-10,14.0,4.0,Resolved,2022-05
TKT_009784,CUST_09083,Account,High,2023-09-03,2023-09-03,14.0,4.0,Resolved,2023-09
TKT_009785,CUST_08310,Technical,Medium,2023-01-17,2023-01-18,46.0,3.0,Resolved,2023-01
TKT_009786,CUST_00143,Feature Request,Low,2023-06-18,2023-06-20,63.0,3.0,Resolved,2023-06
TKT_009787,CUST_05509,Billing,High,2023-02-26,2023-02-26,13.0,4.0,Resolved,2023-02
TKT_009788,CUST_00844,Billing,High,2022-12-20,2022-12-20,19.0,3.0,Resolved,2022-12
TKT_009789,CUST_09952,Billing,Medium,2023-12-25,2023-12-25,23.0,4.0,Resolved,2023-12
TKT_009790,CUST_05181,Technical,High,2022-07-03,2022-07-03,15.0,4.0,Resolved,2022-07
TKT_009791,CUST_00528,Technical,Critical,2022-07-17,2022-07-17,3.0,4.0,Resolved,2022-07
TKT_009792,CUST_09031,Billing,Low,2022-06-14,2022-06-15,26.0,4.0,Resolved,2022-06
TKT_009793,CUST_07350,Bug Report,Low,2022-09-20,2022-09-22,53.0,3.0,Resolved,2022-09
TKT_009794,CUST_06414,Technical,Medium,2022-01-25,2022-01-26,37.0,4.0,Resolved,2022-01
TKT_009795,CUST_00364,Technical,High,2023-02-22,2023-02-22,12.0,4.0,Resolved,2023-02
TKT_009796,CUST_01313,Technical,Critical,2022-03-02,2022-03-02,12.0,3.0,Resolved,2022-03
TKT_009797,CUST_01430,Technical,Low,2023-12-25,2023-12-27,59.0,4.0,Resolved,2023-12
TKT_009798,CUST_04385,Feature Request,High,2024-05-27,2024-05-27,23.0,3.0,Resolved,2024-05
TKT_009799,CUST_07296,Technical,Low,2022-02-12,2022-02-13,44.0,4.0,Resolved,2022-02
TKT_009800,CUST_05700,Feature Request,Critical,2022-05-13,2022-05-13,2.0,4.0,Resolved,2022-05
TKT_009801,CUST_08887,Account,Low,2023-10-30,2023-11-01,68.0,3.0,Resolved,2023-10
TKT_009802,CUST_04641,Feature Request,Critical,2022-01-18,2022-01-18,10.0,3.0,Resolved,2022-01
TKT_009803,CUST_06159,Technical,Low,2022-04-09,2022-04-10,32.0,4.0,Resolved,2022-04
TKT_009804,CUST_03225,Bug Report,Medium,2023-10-15,2023-10-15,17.0,4.0,Resolved,2023-10
TKT_009805,CUST_06345,Bug Report,Medium,2022-11-25,2022-11-25,8.0,5.0,Resolved,2022-11
TKT_009806,CUST_02730,Technical,High,2022-02-15,2022-02-15,20.0,3.0,Resolved,2022-02
TKT_009807,CUST_08764,Billing,High,2022-01-09,2022-01-09,20.0,3.0,Resolved,2022-01
TKT_009808,CUST_08391,Billing,Low,2023-12-21,2023-12-22,37.0,3.0,Resolved,2023-12
TKT_009809,CUST_01706,Feature Request,Low,2024-05-25,2024-05-26,42.0,4.0,Resolved,2024-05
TKT_009810,CUST_03903,Billing,Critical,2023-08-02,2023-08-02,5.0,3.0,Resolved,2023-08
TKT_009811,CUST_00909,Billing,Low,2023-11-17,2023-11-19,54.0,3.0,Resolved,2023-11
TKT_009812,CUST_06266,Feature Request,Medium,2022-07-12,,,,Open,2022-07
TKT_009813,CUST_03836,Feature Request,Critical,2023-06-07,2023-06-07,3.0,5.0,Resolved,2023-06
TKT_009814,CUST_01546,Bug Report,High,2024-05-28,,,,Open,2024-05
TKT_009815,CUST_07550,Billing,Low,2023-04-10,2023-04-12,55.0,3.0,Resolved,2023-04
TKT_009816,CUST_05083,Feature Request,High,2023-05-13,2023-05-13,19.0,3.0,Resolved,2023-05
TKT_009817,CUST_03060,Billing,High,2023-07-24,2023-07-24,12.0,4.0,Resolved,2023-07
TKT_009818,CUST_04868,Feature Request,Medium,2024-03-16,2024-03-17,47.0,3.0,Resolved,2024-03
TKT_009819,CUST_03774,Feature Request,Medium,2023-07-11,2023-07-12,30.0,4.0,Resolved,2023-07
TKT_009820,CUST_06940,Technical,High,2023-02-02,2023-02-02,9.0,4.0,Resolved,2023-02
TKT_009821,CUST_02642,Technical,High,2023-12-02,2023-12-02,2.0,5.0,Resolved,2023-12
TKT_009822,CUST_01073,Technical,High,2023-02-25,2023-02-25,21.0,3.0,Resolved,2023-02
TKT_009823,CUST_09077,Technical,Medium,2024-04-12,2024-04-12,16.0,4.0,Resolved,2024-04
TKT_009824,CUST_07064,Billing,High,2022-05-30,2022-05-30,5.0,5.0,Resolved,2022-05
TKT_009825,CUST_03052,Technical,Medium,2023-10-15,2023-10-16,39.0,3.0,Resolved,2023-10
TKT_009826,CUST_07808,Billing,Medium,2022-04-27,2022-04-29,48.0,3.0,Resolved,2022-04
TKT_009827,CUST_02133,Feature Request,Low,2023-12-04,2023-12-07,72.0,3.0,Resolved,2023-12
TKT_009828,CUST_00400,Technical,Critical,2024-04-10,2024-04-10,11.0,3.0,Resolved,2024-04
TKT_009829,CUST_03063,Billing,Medium,2024-05-04,2024-05-04,16.0,4.0,Resolved,2024-05
TKT_009830,CUST_08002,Feature Request,Critical,2022-10-20,2022-10-20,1.0,5.0,Resolved,2022-10
TKT_009831,CUST_01780,Technical,Medium,2023-12-02,2023-12-02,18.0,4.0,Resolved,2023-12
TKT_009832,CUST_01205,Billing,Low,2022-05-10,2022-05-12,55.0,3.0,Resolved,2022-05
TKT_009833,CUST_05393,Bug Report,Low,2024-01-08,2024-01-10,48.0,3.0,Resolved,2024-01
TKT_009834,CUST_00638,Technical,Medium,2022-08-16,2022-08-17,42.0,4.0,Resolved,2022-08
TKT_009835,CUST_06984,Feature Request,Critical,2023-08-04,2023-08-04,9.0,3.0,Resolved,2023-08
TKT_009836,CUST_01021,Feature Request,Medium,2023-11-25,2023-11-26,44.0,3.0,Resolved,2023-11
TKT_009837,CUST_02632,Account,Medium,2024-04-14,2024-04-14,18.0,5.0,Resolved,2024-04
TKT_009838,CUST_05934,Bug Report,Medium,2023-05-04,2023-05-05,25.0,4.0,Resolved,2023-05
TKT_009839,CUST_04982,Feature Request,High,2024-03-09,2024-03-09,21.0,3.0,Resolved,2024-03
TKT_009840,CUST_03818,Feature Request,Medium,2023-08-25,2023-08-25,22.0,4.0,Resolved,2023-08
TKT_009841,CUST_05875,Technical,High,2023-10-24,2023-10-24,9.0,5.0,Resolved,2023-10
TKT_009842,CUST_09542,Technical,Medium,2022-04-15,2022-04-16,37.0,4.0,Resolved,2022-04
TKT_009843,CUST_02940,Billing,High,2022-03-19,2022-03-19,22.0,2.0,Resolved,2022-03
TKT_009844,CUST_00302,Account,Medium,2024-03-29,2024-03-29,23.0,4.0,Resolved,2024-03
TKT_009845,CUST_07093,Feature Request,Medium,2023-06-27,2023-06-28,32.0,3.0,Resolved,2023-06
TKT_009846,CUST_04418,Technical,Low,2024-02-19,2024-02-20,27.0,4.0,Resolved,2024-02
TKT_009847,CUST_05932,Billing,High,2022-03-26,2022-03-26,16.0,3.0,Resolved,2022-03
TKT_009848,CUST_05604,Feature Request,High,2023-09-17,2023-09-17,3.0,5.0,Resolved,2023-09
TKT_009849,CUST_09206,Feature Request,Medium,2023-05-09,2023-05-09,17.0,4.0,Resolved,2023-05
TKT_009850,CUST_05922,Billing,Low,2023-07-24,2023-07-26,56.0,3.0,Resolved,2023-07
TKT_009851,CUST_01390,Billing,Medium,2022-09-11,2022-09-12,30.0,4.0,Resolved,2022-09
TKT_009852,CUST_01928,Bug Report,Low,2023-12-01,2023-12-02,33.0,4.0,Resolved,2023-12
TKT_009853,CUST_08913,Technical,Medium,2022-06-07,2022-06-07,19.0,4.0,Resolved,2022-06
TKT_009854,CUST_05720,Feature Request,Low,2023-05-08,2023-05-09,40.0,4.0,Resolved,2023-05
TKT_009855,CUST_06412,Feature Request,Medium,2022-05-27,2022-05-28,46.0,3.0,Resolved,2022-05
TKT_009856,CUST_07665,Bug Report,Low,2023-11-28,2023-11-29,30.0,3.0,Resolved,2023-11
TKT_009857,CUST_04709,Feature Request,Medium,2024-03-11,2024-03-11,16.0,5.0,Resolved,2024-03
TKT_009858,CUST_01834,Technical,Medium,2023-10-22,2023-10-23,27.0,4.0,Resolved,2023-10
TKT_009859,CUST_08478,Billing,Medium,2022-10-19,2022-10-20,33.0,4.0,Resolved,2022-10
TKT_009860,CUST_06223,Technical,Low,2022-03-16,2022-03-18,62.0,4.0,Resolved,2022-03
TKT_009861,CUST_03795,Technical,Critical,2023-08-14,2023-08-14,12.0,3.0,Resolved,2023-08
TKT_009862,CUST_00422,Billing,Critical,2023-08-11,2023-08-11,8.0,3.0,Resolved,2023-08
TKT_009863,CUST_02234,Technical,Medium,2022-02-05,2022-02-06,35.0,3.0,Resolved,2022-02
TKT_009864,CUST_02244,Technical,Medium,2022-08-16,2022-08-17,46.0,3.0,Resolved,2022-08
TKT_009865,CUST_06290,Bug Report,Medium,2023-10-08,2023-10-09,39.0,2.0,Resolved,2023-10
TKT_009866,CUST_09010,Bug Report,Critical,2024-02-13,2024-02-13,12.0,3.0,Resolved,2024-02
TKT_009867,CUST_03938,Technical,High,2022-03-07,2022-03-07,20.0,3.0,Resolved,2022-03
TKT_009868,CUST_01497,Account,Medium,2022-11-12,2022-11-12,15.0,5.0,Resolved,2022-11
TKT_009869,CUST_08970,Bug Report,Medium,2022-11-13,,,,Open,2022-11
TKT_009870,CUST_06332,Technical,Low,2022-01-09,2022-01-11,55.0,3.0,Resolved,2022-01
TKT_009871,CUST_02313,Account,Medium,2023-09-26,2023-09-27,31.0,3.0,Resolved,2023-09
TKT_009872,CUST_05419,Account,Medium,2023-10-18,2023-10-19,32.0,4.0,Resolved,2023-10
TKT_009873,CUST_07230,Billing,High,2023-05-26,2023-05-26,2.0,4.0,Resolved,2023-05
TKT_009874,CUST_01898,Billing,High,2023-06-11,2023-06-11,3.0,4.0,Resolved,2023-06
TKT_009875,CUST_06335,Billing,Medium,2023-06-25,2023-06-26,35.0,3.0,Resolved,2023-06
TKT_009876,CUST_05858,Technical,Critical,2022-05-18,2022-05-18,2.0,5.0,Resolved,2022-05
TKT_009877,CUST_06787,Billing,Medium,2023-07-13,2023-07-13,14.0,4.0,Resolved,2023-07
TKT_009878,CUST_01209,Feature Request,Low,2024-04-04,2024-04-05,36.0,4.0,Resolved,2024-04
TKT_009879,CUST_06622,Feature Request,Low,2023-06-19,2023-06-20,44.0,4.0,Resolved,2023-06
TKT_009880,CUST_05158,Technical,Medium,2024-05-25,2024-05-26,29.0,4.0,Resolved,2024-05
TKT_009881,CUST_00185,Account,Medium,2022-05-14,2022-05-14,15.0,4.0,Resolved,2022-05
TKT_009882,CUST_05551,Technical,Medium,2023-03-01,,,,Open,2023-03
TKT_009883,CUST_01746,Technical,High,2022-03-24,2022-03-24,9.0,5.0,Resolved,2022-03
TKT_009884,CUST_08771,Technical,Low,2023-11-23,2023-11-25,52.0,4.0,Resolved,2023-11
TKT_009885,CUST_01080,Technical,Low,2022-12-10,2022-12-12,64.0,3.0,Resolved,2022-12
TKT_009886,CUST_05483,Bug Report,Critical,2022-01-04,2022-01-04,3.0,4.0,Resolved,2022-01
TKT_009887,CUST_03438,Feature Request,Low,2023-12-20,2023-12-21,35.0,4.0,Resolved,2023-12
TKT_009888,CUST_02989,Technical,Low,2023-11-21,2023-11-23,71.0,3.0,Resolved,2023-11
TKT_009889,CUST_00309,Billing,Medium,2023-08-19,2023-08-19,19.0,4.0,Resolved,2023-08
TKT_009890,CUST_07268,Technical,Medium,2023-03-26,2023-03-27,43.0,3.0,Resolved,2023-03
TKT_009891,CUST_08246,Account,Low,2024-03-25,2024-03-26,26.0,5.0,Resolved,2024-03
TKT_009892,CUST_09715,Billing,Medium,2023-02-11,,,,Open,2023-02
TKT_009893,CUST_07652,Feature Request,Critical,2023-06-05,2023-06-05,7.0,4.0,Resolved,2023-06
TKT_009894,CUST_03332,Bug Report,High,2023-01-06,2023-01-06,23.0,2.0,Resolved,2023-01
TKT_009895,CUST_07537,Feature Request,Medium,2023-10-11,2023-10-12,47.0,3.0,Resolved,2023-10
TKT_009896,CUST_00723,Bug Report,Medium,2022-02-14,2022-02-14,23.0,3.0,Resolved,2022-02
TKT_009897,CUST_00186,Billing,Critical,2022-04-24,2022-04-24,10.0,3.0,Resolved,2022-04
TKT_009898,CUST_01549,Account,Medium,2023-10-08,2023-10-08,8.0,5.0,Resolved,2023-10
TKT_009899,CUST_08337,Feature Request,Medium,2023-03-03,2023-03-03,19.0,4.0,Resolved,2023-03
TKT_009900,CUST_09211,Technical,Low,2023-04-08,2023-04-09,40.0,4.0,Resolved,2023-04
TKT_009901,CUST_01942,Technical,High,2023-06-30,2023-06-30,20.0,4.0,Resolved,2023-06
TKT_009902,CUST_09193,Bug Report,Medium,2022-03-07,2022-03-08,35.0,3.0,Resolved,2022-03
TKT_009903,CUST_09472,Billing,High,2023-04-27,2023-04-27,11.0,4.0,Resolved,2023-04
TKT_009904,CUST_08339,Technical,Medium,2023-03-15,2023-03-16,24.0,4.0,Resolved,2023-03
TKT_009905,CUST_09197,Feature Request,Medium,2022-10-22,2022-10-23,45.0,3.0,Resolved,2022-10
TKT_009906,CUST_08557,Feature Request,Medium,2023-10-03,2023-10-03,16.0,4.0,Resolved,2023-10
TKT_009907,CUST_05635,Account,Medium,2022-03-03,2022-03-04,36.0,4.0,Resolved,2022-03
TKT_009908,CUST_02343,Technical,Medium,2023-10-22,2023-10-22,21.0,5.0,Resolved,2023-10
TKT_009909,CUST_08399,Account,Medium,2023-08-17,2023-08-18,46.0,3.0,Resolved,2023-08
TKT_009910,CUST_04438,Technical,Low,2022-11-04,2022-11-05,33.0,4.0,Resolved,2022-11
TKT_009911,CUST_09898,Bug Report,Critical,2024-05-14,2024-05-14,11.0,3.0,Resolved,2024-05
TKT_009912,CUST_04813,Billing,Medium,2024-04-11,2024-04-11,8.0,4.0,Resolved,2024-04
TKT_009913,CUST_07763,Account,Medium,2023-05-20,2023-05-20,14.0,5.0,Resolved,2023-05
TKT_009914,CUST_08087,Technical,Low,2023-10-14,2023-10-16,58.0,3.0,Resolved,2023-10
TKT_009915,CUST_05446,Technical,Low,2023-05-30,2023-05-31,47.0,3.0,Resolved,2023-05
TKT_009916,CUST_08259,Account,Medium,2023-10-04,2023-10-05,36.0,4.0,Resolved,2023-10
TKT_009917,CUST_06836,Technical,High,2022-08-09,2022-08-09,4.0,5.0,Resolved,2022-08
TKT_009918,CUST_08365,Billing,Low,2024-01-27,2024-01-29,71.0,3.0,Resolved,2024-01
TKT_009919,CUST_03311,Account,Medium,2023-03-31,2023-03-31,12.0,5.0,Resolved,2023-03
TKT_009920,CUST_08897,Feature Request,Medium,2023-01-19,2023-01-19,10.0,4.0,Resolved,2023-01
TKT_009921,CUST_09570,Billing,Medium,2023-11-29,2023-11-29,14.0,4.0,Resolved,2023-11
TKT_009922,CUST_00859,Technical,Medium,2023-01-24,2023-01-25,39.0,3.0,Resolved,2023-01
TKT_009923,CUST_04987,Feature Request,Medium,2023-04-28,2023-04-28,14.0,5.0,Resolved,2023-04
TKT_009924,CUST_02852,Account,Critical,2023-03-18,,,,Open,2023-03
TKT_009925,CUST_04285,Account,Medium,2023-03-12,,,,Open,2023-03
TKT_009926,CUST_01915,Technical,High,2024-05-16,2024-05-16,17.0,4.0,Resolved,2024-05
TKT_009927,CUST_02320,Billing,Medium,2023-08-03,2023-08-04,27.0,3.0,Resolved,2023-08
TKT_009928,CUST_01442,Billing,Low,2022-04-04,,,,Open,2022-04
TKT_009929,CUST_08915,Account,Medium,2022-01-16,2022-01-17,46.0,3.0,Resolved,2022-01
