campaign_id,channel,target_segment,impressions,ctr,clicks,leads,conversions,cost,revenue_generated,roi,start_date,end_date
CAMP_467,Social Media,Mid-Market,184835,0.0283,5230,759,132,39227,785734.63,1903.05,2023-03-08,2023-04-28
CAMP_468,Content Marketing,All,159909,0.0823,13160,1315,103,12437,453494.56,3546.33,2023-11-17,2023-12-02
CAMP_469,Email,SMB,104263,0.1048,10926,2663,338,33708,478162.87,1318.54,2023-05-20,2023-07-09
CAMP_470,Webinar,SMB,313703,0.0986,30931,3998,631,32608,738203.64,2163.87,2023-09-24,2023-11-13
CAMP_471,Email,Mid-Market,304559,0.0312,9502,570,111,20677,573822.37,2675.17,2023-07-28,2023-08-09
CAMP_472,Email,SMB,358299,0.0783,28054,3331,398,39349,491255.96,1148.46,2023-08-08,2023-10-07
CAMP_473,Content Marketing,Enterprise,477473,0.1457,69567,12602,1930,29752,25212804.3,84643.22,2023-11-06,2023-12-12
CAMP_474,Email,All,421203,0.1117,47048,3480,340,26259,1416266.86,5293.45,2024-01-14,2024-02-06
CAMP_475,Email,Enterprise,405656,0.0149,6044,1171,113,12145,1513953.65,12365.65,2023-02-01,2023-03-17
CAMP_476,Webinar,All,79041,0.0333,2632,249,15,30009,67680.6,125.53,2023-11-02,2023-11-16
CAMP_477,Paid Search,SMB,365077,0.1378,50307,3082,377,34320,494894.05,1342.0,2023-03-29,2023-05-16
CAMP_478,Webinar,SMB,1598,0.0231,36,7,0,23420,0.0,-100.0,2024-02-10,2024-03-11
CAMP_479,Email,Mid-Market,410168,0.0362,14848,2778,218,12720,925850.44,7178.7,2023-07-23,2023-09-01
CAMP_480,Email,SMB,124781,0.1082,13501,895,162,7835,230155.14,2837.53,2023-11-07,2023-12-21
CAMP_481,Paid Search,Enterprise,499720,0.0388,19389,3124,311,15731,5368553.77,34027.23,2023-03-21,2023-04-15
CAMP_482,Paid Search,SMB,114736,0.0923,10590,2001,135,33752,161355.91,378.06,2023-05-13,2023-05-23
CAMP_483,Social Media,Enterprise,441299,0.033,14562,2552,296,47075,4388492.88,9222.34,2023-08-09,2023-09-24
CAMP_484,Social Media,Mid-Market,119765,0.0265,3173,694,126,30415,629588.72,1969.99,2024-02-22,2024-03-29
CAMP_485,Webinar,All,369274,0.0873,32237,7284,985,9468,3649798.3,38448.78,2023-08-10,2023-09-08
CAMP_486,Paid Search,SMB,56146,0.0521,2925,672,76,30937,94844.9,206.57,2023-05-08,2023-06-08
CAMP_487,Paid Search,All,277705,0.028,7775,736,98,41142,314941.87,665.5,2023-07-22,2023-08-15
CAMP_488,Paid Search,Mid-Market,103024,0.136,14011,3337,535,3146,2946675.63,93564.2,2023-05-17,2023-05-24
CAMP_489,Content Marketing,Mid-Market,324319,0.1245,40377,5841,892,3666,4824301.12,131495.78,2024-01-07,2024-02-17
CAMP_490,Email,Enterprise,489128,0.1256,61434,7125,872,14982,11013548.2,73411.87,2023-02-26,2023-03-19
CAMP_491,Social Media,Mid-Market,166418,0.0243,4043,901,127,25807,702117.78,2620.65,2024-01-20,2024-02-06
CAMP_492,Webinar,All,436604,0.0983,42918,8057,1045,42128,3369861.46,7899.1,2024-01-07,2024-01-22
CAMP_493,Email,Mid-Market,366238,0.1214,44461,5828,789,32661,3880825.0,11782.14,2023-01-18,2023-03-07
CAMP_494,Content Marketing,Enterprise,350035,0.0979,34268,6391,376,41339,5060215.51,12140.78,2023-06-28,2023-08-13
CAMP_495,Content Marketing,Enterprise,65658,0.03,1969,190,14,26898,188223.56,599.77,2023-09-01,2023-10-31
CAMP_496,Email,SMB,411973,0.022,9063,1098,192,4021,206851.48,5044.28,2023-02-11,2023-03-01
CAMP_497,Email,All,313717,0.0491,15403,1505,227,4368,748388.43,17033.43,2023-11-04,2023-11-17
CAMP_498,Webinar,Mid-Market,280126,0.019,5322,686,95,46639,523511.65,1022.48,2023-06-09,2023-06-26
CAMP_499,Social Media,All,278330,0.0916,25495,1784,202,10728,799068.26,7348.44,2023-09-04,2023-10-08
CAMP_500,Email,Enterprise,179295,0.1293,23182,5084,455,28532,7870072.68,27483.32,2023-04-29,2023-06-13
