usage_id,customer_id,feature,usage_count,last_access_date,session_duration_minutes,month_year
USG_031191,CUST_09381,Reports,18,2023-06-30,4.1,2023-06
USG_031192,CUST_02789,Dashboard,12,2024-03-07,9.9,2024-03
USG_031193,CUST_09689,Dashboard,14,2023-10-18,3.1,2023-10
USG_031194,CUST_03016,Dashboard,17,2023-06-09,47.1,2023-06
USG_031195,CUST_07043,Reports,22,2023-11-22,8.3,2023-11
USG_031196,CUST_00510,Dashboard,5,2023-11-03,7.1,2023-11
USG_031197,CUST_00611,Dashboard,13,2024-03-23,49.7,2024-03
USG_031198,CUST_03385,Export,37,2023-09-26,20.5,2023-09
USG_031199,CUST_06913,Dashboard,21,2024-05-31,37.6,2024-05
USG_031200,CUST_03742,Dashboard,8,2023-02-20,5.5,2023-02
USG_031201,CUST_09625,Export,6,2023-11-26,10.3,2023-11
USG_031202,CUST_02958,Reports,36,2024-03-01,44.8,2024-03
USG_031203,CUST_04315,Analytics,11,2023-08-29,9.1,2023-08
USG_031204,CUST_09769,Analytics,16,2023-06-02,17.6,2023-06
USG_031205,CUST_06887,Analytics,9,2023-06-26,12.9,2023-06
USG_031206,CUST_09870,Dashboard,7,2023-11-25,20.4,2023-11
USG_031207,CUST_01627,Analytics,19,2023-05-17,25.9,2023-05
USG_031208,CUST_05102,Reports,13,2024-03-09,15.1,2024-03
USG_031209,CUST_00412,Analytics,13,2023-10-24,15.9,2023-10
USG_031210,CUST_02787,Dashboard,19,2023-11-03,15.4,2023-11
USG_031211,CUST_02110,Export,23,2024-01-07,11.9,2024-01
USG_031212,CUST_01699,Reports,46,2024-02-09,23.6,2024-02
USG_031213,CUST_08764,Dashboard,41,2023-02-26,25.1,2023-02
USG_031214,CUST_09739,API,45,2023-12-07,28.8,2023-12
USG_031215,CUST_01986,Integrations,13,2023-05-27,5.2,2023-05
USG_031216,CUST_02627,Alerts,42,2023-11-27,19.8,2023-11
USG_031217,CUST_07956,Dashboard,20,2023-01-08,6.5,2023-01
USG_031218,CUST_00451,API,12,2023-03-07,21.9,2023-03
USG_031219,CUST_07147,Reports,6,2023-05-11,5.7,2023-05
USG_031220,CUST_06345,Dashboard,13,2023-11-16,86.5,2023-11
USG_031221,CUST_06980,API,20,2024-05-25,14.1,2024-05
USG_031222,CUST_04862,Alerts,8,2023-09-02,17.3,2023-09
USG_031223,CUST_08869,Integrations,10,2023-09-09,46.0,2023-09
USG_031224,CUST_01763,Dashboard,11,2023-12-26,19.2,2023-12
USG_031225,CUST_07175,Reports,11,2023-10-15,15.7,2023-10
USG_031226,CUST_03769,Integrations,20,2023-01-28,29.7,2023-01
USG_031227,CUST_05798,API,17,2023-07-14,4.8,2023-07
USG_031228,CUST_06525,Alerts,16,2023-09-16,18.0,2023-09
USG_031229,CUST_08560,Dashboard,53,2023-07-09,6.4,2023-07
USG_031230,CUST_06095,Analytics,15,2023-12-20,10.7,2023-12
USG_031231,CUST_09452,Reports,26,2024-05-05,56.1,2024-05
USG_031232,CUST_09905,Reports,22,2023-02-06,24.5,2023-02
USG_031233,CUST_03302,Alerts,8,2023-10-04,49.5,2023-10
USG_031234,CUST_04836,Analytics,24,2024-05-02,20.3,2024-05
USG_031235,CUST_02377,Export,9,2023-04-22,20.5,2023-04
USG_031236,CUST_05731,Reports,40,2023-05-08,14.2,2023-05
USG_031237,CUST_05296,Dashboard,39,2023-08-01,41.5,2023-08
USG_031238,CUST_01594,API,17,2023-04-04,51.4,2023-04
USG_031239,CUST_09148,Analytics,12,2024-02-14,9.9,2024-02
USG_031240,CUST_09776,Reports,12,2023-02-16,5.8,2023-02
USG_031241,CUST_02620,Integrations,37,2024-05-16,23.4,2024-05
USG_031242,CUST_02542,Analytics,16,2024-03-02,18.4,2024-03
USG_031243,CUST_00716,Reports,31,2023-09-22,16.0,2023-09
USG_031244,CUST_06702,Analytics,13,2023-01-22,14.4,2023-01
USG_031245,CUST_01860,Analytics,39,2023-04-15,30.1,2023-04
USG_031246,CUST_05407,Reports,38,2023-07-16,14.2,2023-07
USG_031247,CUST_02458,Dashboard,41,2023-09-26,9.4,2023-09
USG_031248,CUST_04138,Reports,16,2023-12-14,35.2,2023-12
USG_031249,CUST_01788,Export,33,2023-07-31,6.3,2023-07
USG_031250,CUST_09854,Dashboard,6,2023-10-20,6.0,2023-10
USG_031251,CUST_07627,Dashboard,18,2024-01-12,6.6,2024-01
USG_031252,CUST_01450,Analytics,8,2023-01-08,43.3,2023-01
USG_031253,CUST_07328,Integrations,22,2023-02-09,20.8,2023-02
USG_031254,CUST_02534,Export,21,2023-03-08,7.4,2023-03
USG_031255,CUST_02821,Reports,18,2023-03-08,8.1,2023-03
USG_031256,CUST_02949,Reports,12,2023-03-01,14.6,2023-03
USG_031257,CUST_06695,Analytics,44,2023-07-13,17.0,2023-07
USG_031258,CUST_03932,Dashboard,11,2024-04-27,70.0,2024-04
USG_031259,CUST_08699,Dashboard,10,2023-11-09,23.1,2023-11
USG_031260,CUST_00569,Analytics,49,2023-05-01,10.0,2023-05
USG_031261,CUST_00117,Analytics,7,2023-04-06,29.7,2023-04
USG_031262,CUST_01288,Integrations,38,2023-04-25,25.9,2023-04
USG_031263,CUST_04732,Dashboard,45,2023-01-11,6.4,2023-01
USG_031264,CUST_01704,Analytics,21,2023-10-27,15.1,2023-10
USG_031265,CUST_00354,Dashboard,16,2024-01-21,38.6,2024-01
USG_031266,CUST_09370,API,22,2023-09-06,26.5,2023-09
USG_031267,CUST_01458,Dashboard,44,2024-04-12,7.2,2024-04
USG_031268,CUST_06743,Reports,37,2023-11-28,52.4,2023-11
USG_031269,CUST_02731,Dashboard,47,2024-05-26,35.2,2024-05
USG_031270,CUST_09774,Dashboard,7,2023-02-04,4.4,2023-02
USG_031271,CUST_02047,Reports,24,2024-02-28,13.7,2024-02
USG_031272,CUST_07842,Reports,29,2023-05-30,7.2,2023-05
USG_031273,CUST_02348,Dashboard,8,2024-02-14,4.5,2024-02
USG_031274,CUST_05398,Dashboard,26,2023-05-14,35.5,2023-05
USG_031275,CUST_04717,Dashboard,34,2023-09-22,19.8,2023-09
USG_031276,CUST_06877,Reports,39,2023-05-09,25.3,2023-05
USG_031277,CUST_03537,Alerts,41,2024-01-07,10.3,2024-01
USG_031278,CUST_00334,Dashboard,8,2024-01-19,33.2,2024-01
USG_031279,CUST_09498,API,34,2024-05-19,20.7,2024-05
USG_031280,CUST_08089,Reports,33,2023-06-07,9.1,2023-06
USG_031281,CUST_09312,Reports,8,2023-04-03,5.7,2023-04
USG_031282,CUST_09319,Integrations,37,2024-03-01,11.7,2024-03
USG_031283,CUST_07637,Analytics,10,2023-03-19,14.1,2023-03
USG_031284,CUST_05476,Analytics,17,2023-06-30,14.9,2023-06
USG_031285,CUST_02006,Export,8,2023-07-20,45.7,2023-07
USG_031286,CUST_08312,Integrations,44,2024-02-24,33.5,2024-02
USG_031287,CUST_08719,API,20,2024-04-02,9.5,2024-04
USG_031288,CUST_04032,Analytics,11,2023-08-25,42.6,2023-08
USG_031289,CUST_04411,Export,6,2023-01-01,34.7,2023-01
USG_031290,CUST_06104,Analytics,21,2024-01-25,31.5,2024-01
USG_031291,CUST_04330,Integrations,11,2023-08-13,16.2,2023-08
USG_031292,CUST_07200,Integrations,45,2023-05-20,22.4,2023-05
USG_031293,CUST_02823,Export,14,2023-11-04,24.1,2023-11
USG_031294,CUST_03046,Dashboard,13,2023-12-26,6.4,2023-12
USG_031295,CUST_03278,Integrations,11,2023-02-10,24.6,2023-02
USG_031296,CUST_03791,Analytics,38,2024-04-18,117.3,2024-04
USG_031297,CUST_00305,Dashboard,23,2023-02-15,22.4,2023-02
USG_031298,CUST_07341,Integrations,32,2024-04-28,14.5,2024-04
USG_031299,CUST_09651,Dashboard,8,2023-07-27,4.5,2023-07
USG_031300,CUST_07039,Integrations,37,2024-04-16,35.0,2024-04
USG_031301,CUST_06348,Integrations,16,2023-04-14,12.1,2023-04
USG_031302,CUST_04682,Integrations,12,2023-09-08,10.4,2023-09
USG_031303,CUST_05951,Export,6,2023-09-28,2.5,2023-09
USG_031304,CUST_06772,Analytics,13,2023-10-03,14.0,2023-10
USG_031305,CUST_00865,Integrations,24,2024-02-02,22.5,2024-02
USG_031306,CUST_01806,Analytics,5,2024-02-08,154.1,2024-02
USG_031307,CUST_04506,API,8,2023-06-24,13.7,2023-06
USG_031308,CUST_07332,Analytics,10,2023-04-02,8.9,2023-04
USG_031309,CUST_01196,API,23,2023-06-18,33.1,2023-06
USG_031310,CUST_02188,Analytics,14,2024-05-11,23.0,2024-05
USG_031311,CUST_00758,Analytics,10,2023-04-07,7.4,2023-04
USG_031312,CUST_03714,Reports,24,2023-03-26,58.7,2023-03
USG_031313,CUST_01161,Dashboard,8,2024-01-26,17.7,2024-01
USG_031314,CUST_08885,Analytics,9,2023-07-22,8.6,2023-07
USG_031315,CUST_06058,Reports,29,2023-10-20,7.6,2023-10
USG_031316,CUST_05906,Reports,10,2024-04-04,11.5,2024-04
USG_031317,CUST_00900,Dashboard,40,2024-05-18,19.2,2024-05
USG_031318,CUST_01995,Dashboard,20,2024-01-06,7.9,2024-01
USG_031319,CUST_01574,Dashboard,42,2023-04-03,25.4,2023-04
USG_031320,CUST_04287,Dashboard,43,2023-11-30,8.8,2023-11
USG_031321,CUST_07460,Dashboard,12,2023-06-29,35.2,2023-06
USG_031322,CUST_04431,Alerts,21,2023-03-05,4.1,2023-03
USG_031323,CUST_05515,Integrations,9,2023-11-30,54.4,2023-11
USG_031324,CUST_05267,Dashboard,11,2023-01-19,19.9,2023-01
USG_031325,CUST_04092,Dashboard,6,2023-06-05,3.2,2023-06
USG_031326,CUST_08865,API,6,2023-11-25,18.5,2023-11
USG_031327,CUST_05323,Integrations,43,2023-09-07,18.1,2023-09
USG_031328,CUST_02423,Alerts,9,2023-04-18,78.5,2023-04
USG_031329,CUST_06538,Reports,47,2023-03-04,36.6,2023-03
USG_031330,CUST_09497,Analytics,15,2024-02-27,25.5,2024-02
USG_031331,CUST_03877,Dashboard,11,2023-11-06,7.3,2023-11
USG_031332,CUST_00727,Alerts,26,2024-05-15,30.7,2024-05
USG_031333,CUST_09780,Analytics,14,2024-01-09,25.9,2024-01
USG_031334,CUST_02245,Analytics,3,2023-06-14,31.0,2023-06
USG_031335,CUST_08467,Analytics,43,2023-05-13,67.7,2023-05
USG_031336,CUST_08184,Integrations,38,2023-07-31,10.1,2023-07
USG_031337,CUST_05766,API,11,2023-10-02,24.8,2023-10
USG_031338,CUST_00567,Reports,10,2024-01-17,19.2,2024-01
USG_031339,CUST_08698,Dashboard,14,2023-05-22,19.8,2023-05
USG_031340,CUST_07968,Integrations,31,2023-05-01,9.9,2023-05
USG_031341,CUST_00056,Dashboard,11,2023-07-17,7.4,2023-07
USG_031342,CUST_09083,Reports,42,2023-02-16,50.6,2023-02
USG_031343,CUST_05731,Dashboard,27,2024-02-07,102.7,2024-02
USG_031344,CUST_03284,Reports,50,2023-04-25,6.3,2023-04
USG_031345,CUST_04473,Integrations,10,2024-04-14,50.9,2024-04
USG_031346,CUST_08314,Export,26,2023-08-27,6.7,2023-08
USG_031347,CUST_03185,Analytics,8,2023-02-14,3.7,2023-02
USG_031348,CUST_02698,Analytics,9,2023-04-08,23.8,2023-04
USG_031349,CUST_07211,Dashboard,35,2024-03-05,35.2,2024-03
USG_031350,CUST_09476,API,14,2023-08-06,14.0,2023-08
USG_031351,CUST_06608,Analytics,10,2024-01-13,35.7,2024-01
USG_031352,CUST_07179,Dashboard,13,2023-06-27,14.7,2023-06
USG_031353,CUST_04114,Analytics,23,2024-03-21,14.3,2024-03
USG_031354,CUST_02077,Export,17,2023-11-19,81.5,2023-11
USG_031355,CUST_01494,API,15,2023-04-25,6.6,2023-04
USG_031356,CUST_01024,Dashboard,23,2023-11-14,22.6,2023-11
USG_031357,CUST_03831,Dashboard,10,2023-01-28,4.6,2023-01
USG_031358,CUST_04963,Analytics,5,2023-08-05,32.2,2023-08
USG_031359,CUST_07250,Reports,21,2023-12-30,17.5,2023-12
USG_031360,CUST_03041,Integrations,48,2023-09-26,33.4,2023-09
USG_031361,CUST_07415,Analytics,44,2023-08-17,1.9,2023-08
USG_031362,CUST_01608,Dashboard,18,2023-06-29,12.3,2023-06
USG_031363,CUST_06480,Analytics,49,2023-06-15,23.3,2023-06
USG_031364,CUST_00326,Reports,42,2023-06-25,17.2,2023-06
USG_031365,CUST_01767,API,13,2023-11-04,30.6,2023-11
USG_031366,CUST_04555,Reports,29,2024-03-23,14.3,2024-03
USG_031367,CUST_03071,API,28,2023-02-14,8.9,2023-02
USG_031368,CUST_06552,Integrations,12,2023-12-05,26.0,2023-12
USG_031369,CUST_05796,Dashboard,7,2024-05-14,19.8,2024-05
USG_031370,CUST_03125,Integrations,36,2023-05-13,33.6,2023-05
USG_031371,CUST_00921,Analytics,20,2024-04-15,9.3,2024-04
USG_031372,CUST_04966,Reports,4,2023-06-16,12.0,2023-06
USG_031373,CUST_07057,Dashboard,9,2024-03-12,113.4,2024-03
USG_031374,CUST_02440,Analytics,16,2023-08-06,74.0,2023-08
USG_031375,CUST_06541,Dashboard,34,2024-03-20,26.7,2024-03
USG_031376,CUST_00404,Alerts,13,2023-09-23,23.3,2023-09
USG_031377,CUST_06226,Dashboard,16,2023-09-27,13.7,2023-09
USG_031378,CUST_06853,API,10,2023-05-18,14.5,2023-05
USG_031379,CUST_05946,Export,7,2023-04-29,40.3,2023-04
USG_031380,CUST_08360,Analytics,11,2023-01-20,45.1,2023-01
USG_031381,CUST_07878,Dashboard,17,2023-02-16,41.3,2023-02
USG_031382,CUST_06509,Analytics,7,2023-12-15,51.2,2023-12
USG_031383,CUST_09780,API,8,2024-01-14,18.5,2024-01
USG_031384,CUST_02446,Reports,18,2023-11-30,39.3,2023-11
USG_031385,CUST_06422,Reports,23,2024-05-12,48.0,2024-05
USG_031386,CUST_03311,Reports,12,2023-10-05,9.1,2023-10
USG_031387,CUST_02000,Analytics,30,2024-05-29,49.4,2024-05
USG_031388,CUST_09117,Dashboard,20,2023-08-16,68.1,2023-08
USG_031389,CUST_00289,Reports,9,2023-01-25,58.6,2023-01
USG_031390,CUST_07784,Analytics,9,2023-07-04,29.5,2023-07
USG_031391,CUST_02047,Alerts,21,2023-05-12,25.6,2023-05
USG_031392,CUST_09016,API,9,2023-03-15,24.0,2023-03
USG_031393,CUST_03996,Dashboard,31,2024-05-12,31.1,2024-05
USG_031394,CUST_03261,Reports,44,2024-03-31,83.8,2024-03
USG_031395,CUST_06144,Analytics,9,2023-11-23,43.8,2023-11
USG_031396,CUST_00500,Reports,16,2023-10-16,6.7,2023-10
USG_031397,CUST_00043,Export,36,2024-05-28,19.4,2024-05
USG_031398,CUST_04707,API,11,2023-02-13,33.7,2023-02
USG_031399,CUST_01534,Dashboard,8,2023-12-26,6.7,2023-12
USG_031400,CUST_07304,Alerts,30,2024-01-15,38.1,2024-01
USG_031401,CUST_01831,Reports,10,2023-06-03,49.3,2023-06
USG_031402,CUST_05638,Reports,46,2023-05-20,22.8,2023-05
USG_031403,CUST_08934,Alerts,46,2023-02-17,20.3,2023-02
USG_031404,CUST_02477,Analytics,19,2024-04-03,12.0,2024-04
USG_031405,CUST_03070,Analytics,35,2023-01-15,14.6,2023-01
USG_031406,CUST_02706,Analytics,36,2024-04-25,3.9,2024-04
USG_031407,CUST_06241,API,12,2023-09-05,16.6,2023-09
USG_031408,CUST_06538,Dashboard,43,2024-02-25,15.4,2024-02
USG_031409,CUST_01048,Export,27,2023-10-14,18.7,2023-10
USG_031410,CUST_02437,API,38,2023-07-24,28.5,2023-07
USG_031411,CUST_08370,Dashboard,15,2023-03-31,30.9,2023-03
USG_031412,CUST_01142,Reports,35,2024-05-07,56.9,2024-05
USG_031413,CUST_05590,Analytics,17,2024-01-22,4.3,2024-01
USG_031414,CUST_04356,Alerts,12,2024-01-31,9.1,2024-01
USG_031415,CUST_03478,Export,43,2023-01-17,13.5,2023-01
USG_031416,CUST_03140,Reports,9,2023-01-30,91.6,2023-01
USG_031417,CUST_01547,Reports,41,2024-04-11,5.8,2024-04
USG_031418,CUST_03271,Alerts,28,2023-02-03,73.5,2023-02
USG_031419,CUST_03684,Dashboard,36,2023-04-30,32.9,2023-04
USG_031420,CUST_07617,Alerts,7,2024-05-08,94.2,2024-05
USG_031421,CUST_04286,Reports,30,2024-02-15,30.1,2024-02
USG_031422,CUST_03103,Reports,13,2023-11-28,48.8,2023-11
USG_031423,CUST_04311,Reports,22,2023-03-20,34.5,2023-03
USG_031424,CUST_08662,Analytics,7,2023-12-05,26.7,2023-12
USG_031425,CUST_01951,Dashboard,12,2024-04-08,8.5,2024-04
USG_031426,CUST_05955,Dashboard,43,2023-07-27,24.4,2023-07
USG_031427,CUST_03173,Integrations,47,2024-02-12,59.0,2024-02
USG_031428,CUST_05693,Analytics,11,2023-07-08,22.6,2023-07
USG_031429,CUST_01954,API,40,2023-11-12,14.5,2023-11
USG_031430,CUST_08086,Export,33,2024-02-03,6.9,2024-02
USG_031431,CUST_05163,API,43,2024-05-17,41.0,2024-05
USG_031432,CUST_01657,API,5,2024-04-09,14.6,2024-04
USG_031433,CUST_08075,Reports,9,2023-05-03,35.6,2023-05
USG_031434,CUST_02545,Dashboard,48,2024-03-18,58.9,2024-03
USG_031435,CUST_05846,Reports,28,2023-09-16,30.5,2023-09
USG_031436,CUST_03198,Reports,20,2023-10-20,3.5,2023-10
USG_031437,CUST_01828,Reports,18,2023-02-23,6.8,2023-02
USG_031438,CUST_03345,Alerts,37,2023-09-25,127.9,2023-09
USG_031439,CUST_00797,Reports,16,2024-02-21,23.6,2024-02
USG_031440,CUST_08929,Dashboard,13,2023-05-08,44.6,2023-05
USG_031441,CUST_06284,Alerts,34,2023-02-12,17.5,2023-02
USG_031442,CUST_03274,Integrations,27,2023-02-22,11.2,2023-02
USG_031443,CUST_09286,Reports,39,2023-05-12,49.1,2023-05
USG_031444,CUST_04232,Analytics,4,2023-12-23,20.6,2023-12
USG_031445,CUST_08029,Dashboard,47,2024-04-13,35.5,2024-04
USG_031446,CUST_07078,API,8,2024-05-31,74.0,2024-05
USG_031447,CUST_02796,Integrations,24,2023-05-27,12.9,2023-05
USG_031448,CUST_01861,Integrations,23,2023-04-18,12.3,2023-04
USG_031449,CUST_09337,Alerts,14,2024-01-30,17.8,2024-01
USG_031450,CUST_05707,Dashboard,11,2024-04-05,10.9,2024-04
USG_031451,CUST_05253,Dashboard,9,2023-05-16,3.0,2023-05
USG_031452,CUST_08592,Analytics,8,2023-02-24,10.8,2023-02
USG_031453,CUST_08473,Dashboard,32,2024-05-03,21.4,2024-05
USG_031454,CUST_02762,Integrations,21,2024-05-23,24.2,2024-05
USG_031455,CUST_07805,Dashboard,29,2023-05-15,26.9,2023-05
USG_031456,CUST_09718,Reports,6,2023-04-29,50.2,2023-04
USG_031457,CUST_07215,Analytics,21,2024-01-29,34.5,2024-01
USG_031458,CUST_06218,Dashboard,21,2023-09-07,11.7,2023-09
USG_031459,CUST_01638,Dashboard,21,2023-08-25,6.5,2023-08
USG_031460,CUST_01649,Reports,5,2023-08-02,15.9,2023-08
USG_031461,CUST_06248,Reports,6,2023-11-03,29.9,2023-11
USG_031462,CUST_02149,Dashboard,8,2023-09-01,23.4,2023-09
USG_031463,CUST_02234,Integrations,29,2024-03-16,175.0,2024-03
USG_031464,CUST_05448,Dashboard,29,2024-01-21,14.6,2024-01
USG_031465,CUST_08581,Integrations,18,2023-02-14,2.4,2023-02
USG_031466,CUST_02622,Dashboard,7,2023-02-12,81.6,2023-02
USG_031467,CUST_06137,Reports,23,2023-10-18,8.9,2023-10
USG_031468,CUST_03207,Integrations,11,2023-09-21,26.9,2023-09
USG_031469,CUST_05174,Dashboard,38,2024-04-18,45.9,2024-04
USG_031470,CUST_05411,Dashboard,14,2023-11-29,12.0,2023-11
USG_031471,CUST_08092,Analytics,20,2023-12-12,98.8,2023-12
USG_031472,CUST_04127,Analytics,34,2023-08-28,18.5,2023-08
USG_031473,CUST_02653,API,13,2023-02-20,3.8,2023-02
USG_031474,CUST_03759,Alerts,6,2023-03-14,47.2,2023-03
USG_031475,CUST_08584,Reports,22,2023-09-28,6.1,2023-09
USG_031476,CUST_05383,Reports,5,2024-02-02,96.2,2024-02
USG_031477,CUST_03879,Reports,21,2024-01-26,13.5,2024-01
USG_031478,CUST_08470,Dashboard,14,2024-02-09,13.8,2024-02
USG_031479,CUST_06731,Alerts,24,2023-03-12,10.3,2023-03
USG_031480,CUST_00819,Analytics,18,2023-07-29,104.3,2023-07
USG_031481,CUST_00740,Dashboard,23,2023-05-22,76.9,2023-05
USG_031482,CUST_04202,Dashboard,8,2023-02-07,13.8,2023-02
USG_031483,CUST_02303,Dashboard,47,2024-01-07,62.5,2024-01
USG_031484,CUST_05612,Dashboard,52,2023-07-24,33.2,2023-07
USG_031485,CUST_08506,Integrations,12,2023-01-06,11.0,2023-01
USG_031486,CUST_06536,Analytics,12,2024-01-30,10.8,2024-01
USG_031487,CUST_03123,Reports,12,2024-01-05,30.4,2024-01
USG_031488,CUST_00023,Integrations,9,2023-10-19,7.1,2023-10
USG_031489,CUST_08376,Integrations,18,2023-05-06,9.3,2023-05
USG_031490,CUST_06402,API,11,2024-03-22,58.0,2024-03
USG_031491,CUST_05803,Dashboard,9,2024-02-06,28.2,2024-02
USG_031492,CUST_08940,API,53,2024-01-03,16.7,2024-01
USG_031493,CUST_02558,Dashboard,6,2024-01-07,6.5,2024-01
USG_031494,CUST_01406,Dashboard,20,2023-02-16,9.7,2023-02
USG_031495,CUST_04804,Dashboard,38,2023-10-31,13.9,2023-10
USG_031496,CUST_04429,Integrations,18,2024-04-23,11.7,2024-04
USG_031497,CUST_07624,Dashboard,36,2024-04-18,8.2,2024-04
USG_031498,CUST_06301,Alerts,23,2023-11-19,23.7,2023-11
USG_031499,CUST_04496,Reports,7,2023-10-25,12.5,2023-10
USG_031500,CUST_01994,Integrations,23,2023-12-20,5.4,2023-12
USG_031501,CUST_05553,Analytics,10,2023-09-04,27.3,2023-09
USG_031502,CUST_03004,Export,7,2023-04-17,44.5,2023-04
USG_031503,CUST_04823,API,5,2023-05-20,24.5,2023-05
USG_031504,CUST_02945,Dashboard,41,2024-05-22,4.6,2024-05
USG_031505,CUST_02379,Dashboard,20,2023-04-23,5.7,2023-04
USG_031506,CUST_07856,Analytics,25,2023-08-25,18.4,2023-08
USG_031507,CUST_02675,Dashboard,42,2023-10-28,48.7,2023-10
USG_031508,CUST_07222,Dashboard,36,2023-05-23,10.5,2023-05
USG_031509,CUST_01026,Analytics,21,2024-05-20,8.5,2024-05
USG_031510,CUST_03970,Integrations,7,2023-11-19,12.7,2023-11
USG_031511,CUST_06173,Analytics,13,2023-06-17,24.0,2023-06
USG_031512,CUST_03880,Export,5,2024-05-04,13.4,2024-05
USG_031513,CUST_05814,Export,17,2023-02-25,5.9,2023-02
USG_031514,CUST_03290,Reports,31,2023-04-04,133.3,2023-04
USG_031515,CUST_06603,Analytics,12,2024-02-14,25.4,2024-02
USG_031516,CUST_09140,Reports,21,2024-05-28,6.7,2024-05
USG_031517,CUST_03010,Alerts,6,2023-05-25,22.4,2023-05
USG_031518,CUST_00239,Reports,42,2023-04-26,17.9,2023-04
USG_031519,CUST_08444,Analytics,15,2023-08-08,12.4,2023-08
USG_031520,CUST_03300,Integrations,11,2024-01-09,19.1,2024-01
USG_031521,CUST_04360,Dashboard,33,2024-03-16,13.3,2024-03
USG_031522,CUST_03040,API,12,2024-04-09,33.3,2024-04
USG_031523,CUST_00360,API,35,2023-03-19,55.9,2023-03
USG_031524,CUST_05823,Reports,11,2024-04-12,70.2,2024-04
USG_031525,CUST_00386,Alerts,35,2024-01-27,135.0,2024-01
USG_031526,CUST_06207,Analytics,19,2023-11-12,8.6,2023-11
USG_031527,CUST_05423,Analytics,15,2023-03-19,18.0,2023-03
USG_031528,CUST_07035,Reports,11,2023-03-24,9.2,2023-03
USG_031529,CUST_02757,Integrations,8,2023-05-19,16.5,2023-05
USG_031530,CUST_03222,Integrations,26,2023-04-09,15.0,2023-04
USG_031531,CUST_03687,Alerts,7,2023-07-09,5.0,2023-07
USG_031532,CUST_05255,Reports,10,2023-12-12,17.8,2023-12
USG_031533,CUST_08892,Analytics,22,2024-01-24,20.8,2024-01
USG_031534,CUST_06193,Reports,18,2024-05-03,3.6,2024-05
USG_031535,CUST_08907,API,13,2023-02-25,19.4,2023-02
USG_031536,CUST_08848,Alerts,44,2024-06-01,104.3,2024-06
USG_031537,CUST_02150,Analytics,48,2023-07-03,19.0,2023-07
USG_031538,CUST_01347,Analytics,21,2023-02-03,10.8,2023-02
USG_031539,CUST_06024,Analytics,9,2023-04-29,33.1,2023-04
USG_031540,CUST_04944,Integrations,16,2024-05-08,13.5,2024-05
USG_031541,CUST_01766,Analytics,5,2023-02-27,37.2,2023-02
USG_031542,CUST_05774,Analytics,44,2023-02-16,11.3,2023-02
USG_031543,CUST_08125,Analytics,6,2024-03-12,9.2,2024-03
USG_031544,CUST_06859,Dashboard,57,2023-08-09,24.5,2023-08
USG_031545,CUST_00443,Export,11,2023-11-01,25.6,2023-11
USG_031546,CUST_05635,Analytics,6,2023-01-26,74.4,2023-01
USG_031547,CUST_08179,Alerts,21,2023-02-21,6.8,2023-02
USG_031548,CUST_08982,Dashboard,26,2023-05-18,3.9,2023-05
USG_031549,CUST_00877,Analytics,20,2024-04-14,50.1,2024-04
USG_031550,CUST_02602,Integrations,21,2023-07-01,8.7,2023-07
USG_031551,CUST_01377,Dashboard,8,2023-08-19,26.5,2023-08
USG_031552,CUST_01001,Reports,5,2023-07-03,4.8,2023-07
USG_031553,CUST_07942,Analytics,45,2024-02-12,139.2,2024-02
USG_031554,CUST_09364,Analytics,45,2023-05-16,21.8,2023-05
USG_031555,CUST_03096,Analytics,13,2023-12-14,21.0,2023-12
USG_031556,CUST_04435,Reports,12,2023-03-21,59.6,2023-03
USG_031557,CUST_00708,API,16,2023-03-21,13.6,2023-03
USG_031558,CUST_08186,API,2,2024-03-12,22.1,2024-03
USG_031559,CUST_05331,Dashboard,9,2024-05-27,40.6,2024-05
USG_031560,CUST_02643,Export,19,2023-01-10,10.9,2023-01
USG_031561,CUST_04429,Dashboard,24,2023-02-19,43.4,2023-02
USG_031562,CUST_08778,Export,12,2023-11-13,4.2,2023-11
USG_031563,CUST_06486,Export,21,2023-11-26,17.8,2023-11
USG_031564,CUST_02270,Dashboard,7,2024-01-27,15.1,2024-01
USG_031565,CUST_03336,Dashboard,45,2024-05-18,35.4,2024-05
USG_031566,CUST_09327,Analytics,38,2023-01-05,46.0,2023-01
USG_031567,CUST_00737,Analytics,11,2023-01-07,4.2,2023-01
USG_031568,CUST_09007,API,39,2023-03-30,30.0,2023-03
USG_031569,CUST_06366,Dashboard,18,2023-09-28,12.1,2023-09
USG_031570,CUST_06026,Export,7,2023-01-10,42.1,2023-01
USG_031571,CUST_04223,Reports,15,2023-05-24,21.3,2023-05
USG_031572,CUST_03702,Analytics,8,2023-09-05,13.5,2023-09
USG_031573,CUST_08299,Dashboard,5,2024-01-22,3.2,2024-01
USG_031574,CUST_02756,Reports,17,2023-06-11,46.8,2023-06
USG_031575,CUST_09072,Dashboard,10,2023-01-09,14.3,2023-01
USG_031576,CUST_05510,API,41,2023-10-31,7.5,2023-10
USG_031577,CUST_08530,Dashboard,14,2023-02-06,5.1,2023-02
USG_031578,CUST_05417,Reports,19,2023-03-23,31.9,2023-03
USG_031579,CUST_07552,Analytics,26,2023-10-09,8.2,2023-10
USG_031580,CUST_00372,Reports,11,2023-11-23,11.7,2023-11
USG_031581,CUST_08899,Reports,13,2023-03-29,9.7,2023-03
